HTTPClient HTTPClient
org.scalatra scalatra-docs_2.9.0-1
org.scalatra scalatra-docs_2.9.1
org.scalatra scalatra-fileupload
org.scalatra scalatra-fileupload_2.8.2.RC1
org.scalatra scalatra-fileupload_2.9.1.RC4
org.scalatra scalatra-jetty
org.scalatra scalatra-jetty_2.8.1
org.scalatra scalatra-jetty_2.8.2
org.scalatra scalatra-jetty_2.9.0-1
org.scalatra scalatra-jetty_2.9.1
org.scalatra scalatra-lift-json
org.scalatra scalatra-lift-json_2.8.2.RC1
org.scalatra scalatra-lift-json_2.9.1.RC4
org.scalatra scalatra-project_2.8.2.RC1
org.scalatra scalatra-project_2.9.1.RC4
org.scalatra scalatra-scalate
org.scalatra scalatra-scalate_2.8.2.RC1
org.scalatra scalatra-scalate_2.9.1.RC4
org.scalatra scalatra-scalatest
org.scalatra scalatra-scalatest_2.8.2.RC1
org.scalatra scalatra-scalatest_2.9.1.RC4
org.scalatra scalatra-socketio_2.8.0
org.scalatra scalatra-socketio_2.8.2.RC1
org.scalatra scalatra-socketio_2.9.1.RC4
org.scalatra scalatra-specs
org.scalatra scalatra-specs2
org.scalatra scalatra-specs2_2.8.2.RC1
org.scalatra scalatra-specs2_2.9.1.RC4
org.scalatra scalatra-specs_2.8.2.RC1
org.scalatra scalatra-specs_2.9.1.RC4
org.scalatra scalatra-swagger
org.scalatra scalatra-test
org.scalatra scalatra-test_2.8.2.RC1
org.scalatra scalatra-test_2.9.1.RC4
org.scalatra scalatra_2.8.2.RC1
org.scalatra scalatra_2.9.1.RC4
org.scalaxb scalaxb_2.9.0
org.scalaxb scalaxb_2.9.0.RC1
org.scalaz scalaz-core_2.10.0-M1
org.scalaz scalaz-example_2.10.0-M1
org.scalaz scalaz-full_2.10.0-M1
org.scalaz scalaz-geo-scalacheck_2.10.0-M1
org.scalaz scalaz-geo_2.10.0-M1
org.scalaz scalaz-http_2.10.0-M1
org.scalaz scalaz-scalacheck-binding_2.10.0-M1
org.scalaz scalaz-test-suite_2.10.0-M1
org.scalaz scalaz_2.10.0-M1
org.scalesxml scales-jaxen_2.8.1
org.scalesxml scales-jaxen_2.8.2
org.scalesxml scales-jaxen_2.9.1
org.scalesxml scales-jaxen_2.9.2
org.scalesxml scales-xml_2.8.1
org.scalesxml scales-xml_2.8.2
org.scalesxml scales-xml_2.9.1
org.scalesxml scales-xml_2.9.2
org.scilab.forge jlatexmath
org.sejda sejda-conversion
org.seleniumhq.selenium.grid selenium-grid-core
org.seleniumhq.selenium.grid selenium-grid-hub
org.seleniumhq.selenium.grid selenium-grid-remote-control
org.sellmerfud optparse_2.8.1
org.sellmerfud optparse_2.9.1
org.sgine sgine-concurrent_2.9.0
org.sgine sgine-core_2.9.0
org.sgine sgine-event_2.9.0
org.sgine sgine-opengl-android_2.9.0
org.sgine sgine-opengl-api_2.9.0
org.sgine sgine-opengl-generator_2.9.0
org.sgine sgine-opengl-lwjgl_2.9.0
org.sgine sgine-opengl-nehe_2.9.0
org.sgine sgine-property_2.9.0
org.sgine sgine-render_2.9.0
org.sgine sgine-root_2.9.2
org.skife.tar java-gnu-tar
org.skife.url url-scheme-registry
org.slf4j slf4j-android
org.slf4j13 slf4j-log4j13
org.smerty jham
org.smurn jply
org.sodatest coercion
org.sodatest sodatest-api
org.sodatest sodatest-api-java
org.sodatest sodatest-examples-basic
org.sodatest sodatest-examples-basic-java
org.sodatest sodatest-examples-junit
org.sodatest sodatest-examples-parent
org.sodatest sodatest-junit
org.sodatest sodatest-runtime
org.softsmithy softsmithy-parent
org.sonatype.community community-parent
org.sonatype.runtime.g2.recipes recipes-aggregator
org.sonatype.runtime.recipes.bars bars-aggregator
org.sonatype.sisu.inject guice-eclipse
org.sonatype.tycho tycho-extensions
org.sourceforge.xradar maven-xradar-plugin
org.sourceprojects.lycia lycia-osgi-consumer-test
org.spearce jgit
org.specs2 scalaz-core_2.9.0
org.specs2 scalaz-core_2.9.1
org.specs2 specs2-scalaz-core_2.10.0-M2
org.specs2 specs2-scalaz-core_2.10.0-M3
org.specs2 specs2-scalaz-core_2.10.0-RC3
org.specs2 specs2-scalaz-core_2.9.0
org.specs2 specs2-scalaz-core_2.9.0-1
org.specs2 specs2-scalaz-core_2.9.1
org.specs2 specs2-scalaz-core_2.9.1-1
org.specs2 specs2-scalaz-core_2.9.2
org.specs2 specs2-scalaz-core_2.9.2-RC2
org.specs2 specs2_2.10
org.specs2 specs2_2.10.0-M2
org.specs2 specs2_2.10.0-M3
org.specs2 specs2_2.8.0
org.specs2 specs2_2.8.2
org.specs2 specs2_2.8.2.RC2
org.specs2 specs2_2.9.0.RC2
org.specs2 specs2_2.9.1.RC1
org.specs2 specs2_2.9.1.RC2
org.specs2 specs2_2.9.1.RC3
org.specs2 specs2_2.9.1.RC4
org.specs2 spring_2.9.2
org.springframework beandoc
org.springframework spring-beandoc
org.springframework spring-javaconfig
org.springframework.amqp spring-amqp
org.springframework.amqp spring-rabbit
org.springframework.commons spring-commons-parent
org.springframework.data spring-data-hadoop
org.springframework.javaconfig spring-javaconfig
org.springframework.security spring-security-cas
org.springframework.security spring-security-remoting
org.springmodules spring-modules-db4o
org.springmodules springmodules-validation
org.squeryl squeryl_2.8.0.RC3
org.squeryl squeryl_2.8.0.RC6
org.squeryl squeryl_2.8.0.RC7
org.squeryl squeryl_2.9.0.RC1
org.streum configrity-core_2.9.0-1
org.streum configrity-core_2.9.2
org.streum configrity-yaml_2.9.0-1
org.streum configrity-yaml_2.9.2
org.swinglabs multiplegradientpaint
org.swinglabs pdf-renderer
org.swinglabs swing-layout
org.swinglabs swing-worker
org.swinglabs swingx-ws
org.swordapp server
org.swordapp sword-common
org.syphr libmythtv-api
org.syphr libmythtv-assembly
org.syphr libmythtv-control
org.syphr libmythtv-data
org.syphr libmythtv-db
org.syphr libmythtv-example
org.syphr libmythtv-http
org.syphr libmythtv-java
org.syphr libmythtv-protocol
org.syphr libmythtv-test
org.syphr libmythtv-util
org.syslog4j syslog4j
org.talend.camel camel-talendjob
org.talend.esb derby-all
org.talend.esb ds-service-db2
org.talend.esb ds-service-derby
org.talend.esb ds-service-h2
org.talend.esb ds-service-mysql
org.talend.esb ds-service-oracle
org.talend.esb ds-service-sqlserver
org.tautua.maven.skins tautua-default-skin
org.tbag xpather
org.teatrove package-info-maven-plugin
org.teatrove tea
org.teatrove teacompiler
org.teatrove teacompiler-api
org.teatrove teacompiler-maven-plugin
org.teatrove trove
org.teatrove.examples directory-browser
org.teatrove.examples hello-world
org.testatoo.openqa selenium-java-client-driver
org.testatoo.openqa selenium-server
org.testng testng-jdk14
org.testng testng-spring
org.textmining tm-extractors
org.tigris.antelope antelopetasks
org.tigris.log4javascript log4javascript
org.timepedia.chronoscope chronoscope-project
org.tmatesoft svn
org.tmatesoft svnkit
org.tmatesoft.svnkit svnkit-cli
org.tmatesoft.svnkit trilead-ssh2
org.trailsframework tapestry-jsecurity
org.trailsframework trails-conversations
org.tranql tranql-jar-resource-bundle
org.tuckey urlrewrite
org.tynamo tapestry-ckeditor
org.tynamo tapestry-editablecontent
org.tynamo tapestry-jdo
org.tynamo tapestry-jdo-core
org.tynamo tapestry-jdo-module
org.tynamo tapestry-jdo-webapp
org.tynamo tapestry-model-annotations
org.tynamo tynamo-common
org.tynamo.gae esxx-httpclient-gae
org.tynamo.security tynamo-federatedaccounts
org.tynamo.security tynamo-federatedaccounts-core
org.tynamo.security tynamo-federatedaccounts-facebook
org.tynamo.security tynamo-federatedaccounts-parent
org.tynamo.security tynamo-federatedaccounts-twitter
org.uddi4j uddi4j
org.ujoframework ujo-gxt-core
org.ujoframework ujo-gxt-crud
org.umlgraph doclet
org.uncommons uncommons-maths
org.urish.openal java-openal
org.vafer jmx2munin
org.vectomatic vectomatic-gwt-parent
org.virtualbox vboxjws
org.vngx vngx-jsch
org.vraptor vatx
org.w3c dom
org.w3c.css css-validator
org.w3c.css sac
org.w3c.jigsaw jigsaw
org.wandledi wandledi
org.wandledi wandledi-project_2.8.0
org.wandledi wandledi-project_2.8.1
org.wandledi wandledi-project_2.8.2
org.wandledi wandledi-project_2.9.0
org.wandledi wandledi-project_2.9.1
org.wandledi wandledi-scala_2.8.0
org.wandledi wandledi-scala_2.8.1
org.wandledi wandledi-scala_2.8.2
org.wandledi wandledi-scala_2.9.0
org.wandledi wandledi-scala_2.9.1
org.webcastellum webcastellum
org.wicketstuff gmap3-parent
org.wickettools.extjs wicket-tools-extjs
org.wiztools wiztools-oembed
org.wooddog.mavenplugins confluence
org.wooddog.mavenplugins keystore
org.wooddog.mavenplugins post
org.xBaseJ xbasej
org.xanot xanot
org.xerial xerial-style
org.xerial.thirdparty jdbc-api
org.xerial.thirdparty nestedvm
org.xerial.thirdparty org.antlr.antlr3
org.xparse xparse
org.xpl4java xpl4java
org.xume xume-oss-parent
org.yestech yesrpx
org.yestech yeswizard
org.zeroturnaround javarebel-jboss-plugin
org.zeroturnaround javarebel-optional-check-plugin
org.zeroturnaround javarebel-velocity-plugin
org.zeroturnaround jr-javassist
org.zkoss zk-archetype-component
org.zkoss zk-archetype-webapp
org.zkoss.calendar calendar
org.zkoss.zest zest
org.zkoss.zk zkspring-core
org.zkoss.zk zkspring-security
org.zkoss.zk zkspring-webflow
org.zkoss.zk zuljsf
org.zkoss.zkforge ckez
org.zkoss.zkoss gmapsz
p2psockets p2psockets-core
patterntesting patterntesting-aspectj
pcj pcj
penguin penguin
piccolo piccolo
picocontainer picocontainer-root
picodocs-maven-plugin picodocs-maven-plugin
pl.iogreen.lols lols-auth-ri
plexus plexus-activity
plexus plexus-avalon-personality
plexus plexus-bsh-factory
plexus plexus-compiler-api
plexus plexus-compiler-javac
plexus plexus-container-default
plexus plexus-formica
plexus plexus-formproc
plexus plexus-hibernate
plexus plexus-i18n
plexus plexus-jcs
plexus plexus-jetty
plexus plexus-mimetype
plexus plexus-persister
plexus plexus-pull
plexus plexus-python-factory
plexus plexus-scheduler
plexus plexus-security
plexus plexus-servlet
plexus plexus-velocity
plexus plexus-xmlrpc
plexus xstream
plexus-dnsserver plexus-dnsserver
plexus-formica plexus-formica
plexus-ftpserver plexus-ftpserver
plexus-manager plexus-manager
plexus-messenger plexus-messenger
plexus-persister plexus-persister
plexus-pull plexus-pull
plexus-scheduler plexus-scheduler
plexus-summit plexus-summit
plexus-workflow plexus-workflow
plj pl-j
pluto-container pluto
pnuts pnuts
poi poi-2.5-final
poi poi-contrib-2.5-final
poi poi-contrib-2.5.1-final
poi poi-scratchpad-2.5-final
poi poi-scratchpad-2.5.1-final
poolman poolman
portlet-api portlet-api
postgresql pljava-public
profiler profiler
proxool proxool
pubscribe submgr-xbeans
pubscribe submgr-xbeans-src
pubscribe wse-xbeans
pubscribe wse-xbeans-src
pubscribe wsn-xbeans
pubscribe wsn-xbeans-src
quilt quilt
quilt quilt-0.6-a
radeox radeox-oro
relaxngDatatype relaxngDatatype
rhino rhino
rome georss
rome opensearch
rss4j rss4j
rsslibj rsslibj
ru.circumflex circumflex-cache
ru.dimgel lib.web-parent
ru.perm.kefir kefir-bb
ru.yandex mysql-diff
sax sax
saxon saxon-dbxsl-extensions
saxon saxon-fop
saxpath saxpath
scout scout
se.gawell gmbroadcast
se.gothiaforum.gothia_actors gothia_actors-system
se.kb oai4j
se.spagettikod gwt-optimist
se.spagettikod optimist
se.vgregion.mobile mobile-system
se.vgregion.my-usd-issues my-usd-issues-core
se.vgregion.oppna-program-account-management oppna-program-account-management-system
se.vgregion.oppna-program-hsatools-mobile-webservice oppna-program-hsatools-mobile-webservice-system
se.vgregion.user-wizard user-wizard-core-bc
se.vgregion.user-wizard user-wizard-system
se.vgregion.vertikala-prioriteringar vertikala-prioriteringar-system
se.vgregion.vgr-layouttpl vgr-layouttpl-core-bc
se.vgregion.vgr-layouttpl vgr-layouttpl-system
se.weightpoint.datanucleus datanucleus-stringtobigintmapper
securityfilter securityfilter
servicemix maven-jbi-plugin
servicemix servicemix-client
servicemix servicemix-components
servicemix servicemix-core
servicemix servicemix-jaxws
servicemix servicemix-jbi
servicemix servicemix-xfire
shocks shocks
sillyexceptions sillyexceptions
simple-jms simple-jms
sk.seges.acris acris-binding-processor
sk.seges.acris acris-json-processor
sk.seges.acris acris-pivo
sk.seges.acris acris-security-rest-authentication
sk.seges.acris acris-site-dto
sk.seges.acris acris-site-scaffold-model
sk.seges.acris acris-theme-processor
sk.seges.corpis corpis-application-scaffold-data-domain-model-converter-processor
sk.seges.corpis corpis-application-scaffold-data-interface-processor
sk.seges.corpis corpis-application-scaffold-data-service-converter-processor
sk.seges.corpis corpis-application-scaffold-datainterface-processor
sk.seges.corpis corpis-application-scaffold-local-service-data-interface-processor
sk.seges.corpis corpis-application-scaffold-model-base-processor
sk.seges.corpis corpis-application-scaffold-model-support
sk.seges.corpis corpis-application-scaffold-support-parent
sk.seges.corpis corpis-core-domain-api
sk.seges.corpis corpis-core-domain-jpa
sk.seges.corpis corpis-core-domain-model
sk.seges.corpis corpis-customer-domain-api
sk.seges.corpis corpis-customer-domain-model
sk.seges.corpis corpis-dao-api-support
sk.seges.corpis corpis-dao-implementation-support
sk.seges.corpis corpis-data-dao-api-processor
sk.seges.corpis corpis-data-dao-implementation-processor
sk.seges.corpis corpis-domain
sk.seges.corpis corpis-domain-model-hibernate-support
sk.seges.corpis corpis-invoice-domain-api
sk.seges.corpis corpis-invoice-domain-model
sk.seges.corpis corpis-manufacture-domain-jpa
sk.seges.corpis corpis-manufacture-domain-model
sk.seges.corpis corpis-model-domain-configurations
sk.seges.corpis corpis-payment-domain-jpa
sk.seges.corpis corpis-payment-domain-model
sk.seges.corpis corpis-service-converter-hibernate-support
sk.seges.corpis corpis-stock-domain-jpa
sk.seges.corpis corpis-stock-domain-model
sk.seges.corpis corpis-transportation-domain-jpa
sk.seges.corpis corpis-transportation-domain-model
sk.seges.sesam sesam-jndi
sk.softwave softwave-util_${scala.version}
skaringa skaringa
skinlf skinlf
slide ant-webdav
slide jaas
slide slide-jdk14logger
slide slide-kernel-bundle
slide slide-log4jlogger
slide slide-taglib-common
slide slide-taglib-struts
slide slide-webdavlib
slide webdav
soimp soimp
solarisrealm libsolsparcauth
solarisrealm libsolx86auth
solarisrealm sparc
speexx speexx-util
spice spice-classman
spice spice-cli
spice spice-configkit
spice spice-converter
spice spice-event
spice spice-extension
spice spice-jmxtools
spice spice-jndikit
spice spice-metaclass-jmx
spice spice-salt
spice spice-sca
spice spice-swingactions
spice spice-xmlpolicy
spring spring
spring spring-aop
spring spring-beans
spring spring-context
spring spring-core
spring spring-dao
spring spring-mock
spring spring-orm
spring spring-web
spring spring-webmvc
springmodules springmodules
springmodules springmodules-hivemind
springmodules springmodules-jsr94
springmodules springmodules-osworkflow
springmodules springmodules-validation
springmodules springmodules-validator
stax-utils stax-utils
struts struts-legacy
struts-scripting struts-scripting
subpersistence junit
swarmcache swarmcache
swt swt-macosx
swt swt-mozilla
sysunit plugin-sysunit
tablelayout TableLayoutPersistenceDelegate
tagalog tagalog
taglibs application
taglibs application-doc
taglibs application-examples
taglibs benchmark
taglibs benchmark-doc
taglibs benchmark-examples
taglibs datetime
taglibs datetime-doc
taglibs datetime-examples
taglibs dbtags
taglibs dbtags-doc
taglibs dbtags-examples
taglibs log
taglibs log-doc
taglibs log-examples
taglibs mailer
taglibs mailer-doc
taglibs mailer-examples
taglibs page
taglibs page-doc
taglibs page-examples
taglibs regexp
taglibs regexp-doc
taglibs regexp-examples
taglibs request
taglibs request-doc
taglibs request-examples
taglibs response
taglibs response-doc
taglibs response-examples
taglibs session
taglibs session-doc
taglibs session-examples
taglibs xsl
taglibs xsl-doc
taglibs xsl-examples
tagsoup tagsoup
tambora tambora
tambora tambora-papinet
tambora tambora-top
tambora tambora-tpi
tapestry net.sf.tapestry
tapestry net.sf.tapestry.contrib
tclib tclib
textarea textarea
thaiopensource jing
tiffrenderer tiffrenderer
tk.skuro.spring.surf.clojure spring-webscripts-addon-clojure
tmporb tmporb-ins
tmporb tmporb-ns-jndi
tmporb tmporb-orb-tools
tmporb tmporb-pss
tmporb tmporb-ssl
tomcat catalina-ant-jmx
tomcat catalina-host-manager
tomcat catalina-storeconfig
tomcat commons-logging
tomcat commons-modeler
tomcat container_util
tomcat core_util
tomcat etomcat
tomcat facade22
tomcat naming-factory-dbcp
tomcat servlet
tomcat servlets-cgi
tomcat servlets-ssi
tomcat stop-tomcat
tomcat tomcat-ant
tomcat tomcat-apr
tomcat tomcat-i18n-en
tomcat tomcat-i18n-es
tomcat tomcat-i18n-fr
tomcat tomcat-i18n-ja
tomcat tomcat-juli
tomcat tomcat-warp
tomcat tomcat33-coyote
tomcat tomcat33-resource
tomcat tomcat_core
tomcat tomcat_modules
tomcat warp
tomcat webserver
tonic jarjar
traer.physics physics
tv.cntt scaposer_2.9.1
tv.cntt scaposer_2.9.2
tv.cntt sclasner_2.9.1
tv.cntt xitrum-plugin_2.8.1
tv.cntt xitrum-xgettext_2.9.1
tv.cntt xitrum-xgettext_2.9.2
tv.cntt xitrum_2.9.2
tw.edu.ntu.csie libsvm
ua.t3hnar.io stream-serializer
ubique inieditor
uk.ac.ebi.mydas mydas
uk.ac.gate gate-asm
uk.co.grahamcox.spring-cli spring-cli
uk.co.opsb active-collections
uk.co.opsb butler-io
uk.co.rgordon arooa
uk.co.rgordon oddjob
uk.nominet dnsjnio
uk.org.feedthecoffers scribe-java-extras
uk.org.subtrack imaging
uk.org.subtrack.imaging image-servlet
uk.org.subtrack.imaging image-servlet-demo
uk.org.subtrack.imaging image-servlet-scala
urbanophile java-getopt
us.blanshard.stubout stubout
us.levk drmaa-common
us.levk drmaa-gridengine
us.levk remote-drmaa-client
us.levk remote-drmaa-common
us.levk remote-drmaa-server-common
us.levk remote-drmaa-server-gridengine
us.levk tools-collections
vdoclet qdox
wadi wadi
wadi wadi-core
wadi wadi-itest
wadi wadi-jboss4
wadi wadi-jetty5
wadi wadi-jetty6
wadi wadi-jgroups
wadi wadi-test-webapp
wadi wadi-tomcat50
wadi wadi-tomcat55
wadi wadi-webapp
werken-xpath werken-xpath
westhawk snmp
westhawk snmpOracle
which which
wicket wicket-site-skin
woodstox wstx
wrapper wrapper
ws-commons axiom-api
ws-commons axiom-impl
ws-commons neethi
ws-commons-java5 ws-commons-java5
ws-commons-util ws-commons-util
ws.antonov.config config-protobuf-spring-java
wsrf j2ee-xbeans
wsrf j2ee-xbeans-src
wsrf wsa-xbeans
wsrf wsa-xbeans-src
wsrf wsrf-jndi-config
wsrf wsrf-jndi-config-src
wsrf wsrf-xbeans
wsrf wsrf-xbeans-src
wurfl wall-tomcat4
wurfl wall-tomcat5
wutka dtdparser
wutka jox
xdoclet maven2-xdoclet2-plugin
xdoclet xdoclet-jsf-module
xdoclet xdoclet-openejb-module
xdoclet xdoclet-spring-module
xdoclet xdoclet-wsee-module
xdoclet xdoclet-xjavadoc-uc
xdoclet-plugins xdoclet-plugin-actionscript
xdoclet-plugins xdoclet-plugin-interfaceextractor
xdoclet-plugins xdoclet-plugin-tapestry
xdoclet-plugins xdoclet-sample-web
xdoclet-plugins xdoclet-testapp-ejb
xdoclet-plugins xdoclet-testapp-pojo
xdoclet-plugins xdoclet-testapp-portlet
xdoclet-plugins xdoclet-testapp-web
